"001","東京","HTT","阪急交通社 トラピックス東京 海外 ネット限定プラン","MNA","ミクロネシア","GU","グアム","GUM","グアム","2321","オンワード ビーチ リゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外 ネット限定プラン","MNA","ミクロネシア","GU","グアム","GUM","グアム","8195","ハイアットリージェンシー グアム"
"001","東京","HTT","阪急交通社 トラピックス東京 海外 ネット限定プラン","MNA","ミクロネシア","GU","グアム","GUM","グアム","G0013","レオパレス リゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外 ネット限定プラン","MNA","ミクロネシア","SP","サイパン","SPN","サイパン","1193","ｺｰﾗﾙ ｵｰｼｬﾝ ﾎﾟｲﾝﾄ ﾘｿﾞｰﾄ ﾎﾃﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","C04","川主寺(センシュジ)","C0104","岷江源国際大酒店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","PEK","北京(ペキン)","1761","国際藝苑皇冠假日飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","PEK","北京(ペキン)","3258","北京新世紀日航飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","PEK","北京(ペキン)","3939","居庸関長城古客桟"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","SHA","上海(シャンハイ)","S0375","上海龍之夢麗晶大酒店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","SHA","上海(シャンハイ)","S0416","財大豪生大酒店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","SIA","西安(セイアン)","3321","西安君楽城堡酒店（旧名：長安城堡）"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","CN","中国","ZZG","九寨溝(キュウサイコウ)","2023","九寨溝喜来登国際大酒店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","HK","香港","HKG","香港","1593","ﾊｰﾊﾞｰﾌﾟﾗｻﾞ ﾒﾄﾛﾎﾟﾘｽﾎﾃﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","HK","香港","HKG","香港","2331","ビー ピー インターナショナル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","HK","香港","HKG","香港","2852","ゴールド コースト ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","HK","香港","HKG","香港","H0044","ﾛﾃﾙ ﾆｰﾅ ｴ ｺﾝﾍﾞﾝｼｮﾝｾﾝﾀｰ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","ID","インドネシア","DPS","デンパサール","2535","グランド ハイアット バリ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0003","インナ プトゥリ バリ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0133","ｻﾞ ﾊﾟﾄﾗ ﾊﾞﾘ ﾘｿﾞｰﾄ & ﾋﾞﾗ "
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","ID","インドネシア","JOG","ジョグジャカルタ","1170","ﾊｲｱｯﾄ ﾘｰｼﾞｪﾝｼｰ ｼﾞｮｸﾞｼﾞｬｶﾙﾀ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","IN","インド","AGR","アグラ","3441","ゲートウェイホテル (旧ﾀｰｼﾞﾋﾞｭｰﾎﾃﾙ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","IN","インド","DEL","デリー","3489","タージ パレス ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","IN","インド","JAI","ジャイプ－ル","2098","ジャイ マハール パレス ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KH","カンボジア","REP","シェムリアップ","3646","ヴィクトリア アンコール"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","04K","慶州（キョンジュ）","10593","コモド慶州チョースン"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2297","ラマダ プラザ 済州島"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2520","済州ＫＡＬホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2521","済州オリエンタル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2523","ホテルロッテ済州"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","3803","済州グランド"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","5234","済州新羅"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","PUS","釜山（プサン）","4309","ホテル ロッテ釜山"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","PUS","釜山（プサン）","5418","コモド ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","1077","ホリディイン 城北 "
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","1781","ソウル プラザ ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","2665","グランド ハイアット ソウル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","3300","ロイヤルホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","3985","プレジデント"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","4718","ソウル新羅ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","6250","コリアナ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","S0002","サマー セット パレス ソウル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","KR","韓国","SEL","ソウル","S0446","ロッテシティホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","MO","マカオ","MFM","マカオ","6416","タイパ ホテル マカオ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","MO","マカオ","MFM","マカオ","M0163","ｻﾞ ｳﾞｪﾈﾁｱﾝ ﾏｶｵ ﾘｿﾞｰﾄ ﾎﾃﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","MY","マレーシア","BKI","コタキナバル","10384","ｽﾃﾗﾊｰﾊﾞｰﾘｿﾞｰﾄ&ｽﾊﾟ(ﾊﾟｼﾌｨｯｸｳｲﾝｸﾞ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","MY","マレーシア","PKG","パンコール","11820","ﾊﾟﾝｺｰﾙ ｱｲﾗﾝﾄﾞﾋﾞｰﾁ ﾘｿﾞｰﾄ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","111","セントーサ島","10041","ｼｬﾝｸﾞﾘﾗ ﾗｻ ｾﾝﾄｰｻﾘｿﾞｰﾄ[ﾋﾙﾋﾞｭｰ]"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","111","セントーサ島","1562","ｼｬﾝｸﾞﾘﾗ ﾗｻ ｾﾝﾄｰｻﾘｿﾞｰﾄ[ｼｰﾋﾞｭｰ]"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","10056","グランドセントラル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","10058","ロイヤル アット クィーンズ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","1793","パン パシフィック シンガポール"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","2190","マンダリン オリエンタル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","2966","メリタス マンダリン シンガポール"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","4016","パークロイヤル オン キチェナーロード"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","6410","ザ リージェント シンガポール"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","SG","シンガポール","SIN","シンガポール","6411","ランデブー "
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TH","タイ","BKK","バンコク","1358","ｲﾝﾍﾟﾘｱﾙ ｸｨｰﾝｽﾞ ﾊﾟｰｸ ﾎﾃﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TH","タイ","BKK","バンコク","1574","ｳｨﾝｻﾞｰ ｽｨｰﾂ ﾎﾃﾙ ﾊﾞﾝｺｸ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TH","タイ","BKK","バンコク","3773","バイヨーク スカイ ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TH","タイ","BKK","バンコク","B0021","ｸﾞﾗﾝﾄﾞｽｸﾝﾋﾞｯﾄﾎﾃﾙﾊﾞﾝｺｸ ﾏﾈｰｼﾞﾄﾞ ﾊﾞｲ ｱｺｰ　"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","01T","日月潭","3708","儷山林哲園会館(旧哲園名流会館)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","01T","日月潭","N0002","ザ ラルー ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","ALI","阿里山","A0079","阿里山閣大飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","KHH","高雄","3182","高雄圓山大飯店(ｸﾞﾗﾝﾄﾞ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","TPE","台北","4773","三徳大飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","TPE","台北","T0002","圓山大飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","TPE","台北","T0074","凱統大飯店"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","TW","台湾","TPE","台北","T0078","圓山大飯店〔本館〕(ｸﾞﾗﾝﾄﾞ ﾎﾃﾙ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","AAS","アジア","VN","ベトナム","HAN","ハノイ","10544","シェラトンハノイホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","CH","スイス","QZB","ツェルマット","5981","アストリア"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","CH","スイス","QZB","ツェルマット","8686","リッフェルベルク"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","CH","スイス","ZIN","インターラーケン","2865","ビクトリア ユングフラウ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","DK","デンマーク","CPH","コペンハーゲン","1582","ヒルトン コペンハーゲン エアポート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","409","アルル","4852","ホテル アトリウム"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","LYS","リヨン","1031","ラディソン サス リヨン"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","NCE","ニース","9197","ボスコロプラザ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","PAR","パリ","P0282","コンコルド モンパルナス"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","PAR","パリ","P0345","ﾌﾟﾙﾏﾝ ﾊﾟﾘ ﾘｳﾞ ｺﾞｰｼｭ (旧ｿﾌｨﾃﾙｾｰﾌﾞﾙ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","TUF","トゥール","6120","トゥローヌ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","FR","フランス","ZMS","モンサンミッシェル","2010","メルキュール モン サン ミッシェル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GB","イギリス","600","湖水地方","L0003","ロー ウッド"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GB","イギリス","COT","コッツウォルズ地方","C0002","ホリデー イン グロースター"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GB","イギリス","EDI","エジンバラ","3823","アペックスシティホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GB","イギリス","LON","ロンドン","5001","コプソーン タラ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GB","イギリス","M07","マーロー","M0175","ダニス フィールド ハウス"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","GR","ギリシャ","ATH","アテネ","6863","インペリアル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","NO","ノルウェー","GEI","ゲイランゲル","6198","ユニオン"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","BEU","ヨーロッパ","SE","スウェーデン","STO","ストックホルム","7279","グランドザルショーバーデン"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","CAF","アフリカ","EG","エジプト","ABS","アブ シンベル","6277","セティ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","CAF","アフリカ","ZW","ジンバブエ","VFA","ビクトリアフォールズ","6734","キングダム"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","808","レイクルイーズ","F0036","ﾌｪｱﾓﾝﾄ ｼｬﾄｰ ﾚｲｸ ﾙｲｰｽﾞ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","XLV","ナイアガラフォールズ","2226","ヒルトン ナイアガラ フォールズ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YBA","バンフ","2440","フェアモント バンフ スプリングス"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YBA","バンフ","B0049","アイスフィールド シャレー ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YLU","ローレンシャン高原","4128","ホテル シャンテクレア"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YLW","ケローナ","K0117","ﾃﾞﾙﾀｸﾞﾗﾝﾄﾞｵｶﾅｶﾞﾝ ﾘｿﾞｰﾄ&ｶﾝﾌｧﾚﾝｽｾﾝﾀｰ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YQB","ケベック","4074","フェアモント シャトー フロントナック"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YTO","トロント","3401","デルタ チェルシー ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YVR","バンクーバー","V0307","ｶｽｶﾃﾞｨｱﾎﾃﾙ&ｽｲｰﾂ(旧ﾏﾘｵｯﾄﾚｼﾞﾃﾞﾝｽｲﾝ)"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","CA","カナダ","YYJ","ビクトリア","5127","フェアモント エンプレス"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","DNU","北米","US","アメリカ合衆国","LAS","ラスベガス","L0006","プラネット ハリウッド リゾート ＆ カジノ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","ESU","中南米","PE","ペルー","904","プーノ","1666","リベルタドール チチカカレイク"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","ESU","中南米","PE","ペルー","LIM","リマ","1928","シェラトンリマホテル&コンベンション"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","CNS","ケアンズ","4491","ヒルトン ケアンズ ホテル　"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","FMT","フリーマントル","F0011","ｴｽﾌﾟﾗﾈｰﾄﾞ ﾎﾃﾙ ﾌﾘｰﾏﾝﾄﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","MO2","モンキーマイア","M0160","ﾓﾝｷｰﾏｲｱ　ﾄﾞﾙﾌｨﾝ　ﾘｿﾞｰﾄ "
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","OOL","ゴールドコースト","11530","ﾎﾘﾃﾞｨｲﾝ ｻｰﾌｧｰｽﾞ ﾊﾟﾗﾀﾞｲｽ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","OOL","ゴールドコースト","1507","マントラ レジェンズホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","SYD","シドニー","11506","ﾌｫｰﾎﾟｲﾝﾂ ﾊﾞｲ ｼｪﾗﾄﾝ ﾀﾞｰﾘﾝｸﾞﾊｰﾊﾞｰ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","SYD","シドニー","1638","ｼﾄﾞﾆｰ ﾊｰﾊﾞｰ ﾏﾘｵｯﾄ ﾎﾃﾙ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","AU","オーストラリア","SYD","シドニー","4749","シドニー ヒルトン"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NC","ニューカレドニア","NOU","ヌーメア","N0014","ル メリディアン ヌーメア"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","AKL","オークランド","1442","ｽﾀﾝﾌｫｰﾄﾞ ﾌﾟﾗｻﾞ ｵｰｸﾗﾝﾄﾞ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","AKL","オークランド","2255","ランデブー ホテル オークランド"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","CHC","クライストチャーチ","11685","リッジス クライストチャーチ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","CHC","クライストチャーチ","1692","クラウン プラザ クライストチャーチ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","MON","マウントクック","11700","ハミテージ ［アオラキウィング］"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","MON","マウントクック","3590","ハミテージ ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","OAM","オアマル","O0053","キングスゲート ブライドン オアマル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","ROT","ロトルア","2165","スディマホテル レイクロトルア"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","ROT","ロトルア","4709","ミレニアム ロトルア"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","TPO","テカポ","T0137","ペッパーズブルーウォーターリゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","FOC","オセアニア","NZ","ニュージーランド","ZQN","クイーンズタウン","11689","メルキュールグランド セントモリッツ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","1029","ﾋﾙﾄﾝ ﾊﾜｲｱﾝ ﾋﾞﾚｯｼﾞ[ﾚｲﾝﾎﾞｰﾀﾜｰ/OV]"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","11644","キャッスルホケレスイーツワイキキ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","2092","ハワイ プリンス ホテル ワイキキ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","2334","ヒルトン ハワイアン ビレッジ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","2337","ﾊｲｱｯﾄﾘｰｼﾞｪﾝｼｰ ﾜｲｷｷ ﾘｿﾞｰﾄ ｱﾝﾄﾞ ｽﾊﾟ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","3168","シェラトン ワイキキ ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","3532","ミラマー アット ワイキキ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","3863","アンバサダーホテル オブ ワイキキ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","HNL","ホノルル","5295","ダブルツリー アラナワイキキ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","KOA","カイルア コナ","11806","ｼｪﾗﾄﾝ ｹｱｳﾎｳ ﾍﾞｲ ﾘｿﾞｰﾄ&ｽﾊﾟ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","KOA","カイルア コナ","1914","ハプナ ビーチ プリンス ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","KOA","カイルア コナ","2348","ヒルトン ワイコロア ビレッジ"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","HWI","ハワイ","HA","ハワイ","KOA","カイルア コナ","3547","ロイヤル コナ リゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","1714","ザ ウェスティン リゾート グアム"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","2079","アウトリガー グアム リゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","3151","グアム プラザ ホテル"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","3519","ホテル ニッコー グアム"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","4207","ﾚｵﾊﾟﾚｽ ﾘｿﾞｰﾄ[ﾗ･ｸｴｽﾀE棟]"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","GU","グアム","GUM","グアム","G0013","レオパレス リゾート"
"001","東京","HTT","阪急交通社 トラピックス東京 海外","MNA","ミクロネシア","SP","サイパン","SPN","サイパン","4022","ﾌｨｴｽﾀﾘｿﾞｰﾄ & ｽﾊﾟ ｻｲﾊﾟﾝ"
"003","大阪","H33","阪急交通社 大阪団体支店","AAS","アジア","KR","韓国","SEL","ソウル","1319","ｼｪﾗﾄﾝ ｸﾞﾗﾝﾃﾞ ｳｫｰｶｰﾋﾙ ｿｳﾙ"
"003","大阪","H90","阪急交通社 北陸支店","AAS","アジア","TW","台湾","TPE","台北","2709","圓山大飯店［新館］"
"003","大阪","H90","阪急交通社 北陸支店","CAF","アフリカ","EG","エジプト","ASW","アスワン","1673","ﾋﾟﾗﾐｻ ｲｼｽ ｱｲﾗﾝﾄﾞﾎﾃﾙ"
"003","大阪","H90","阪急交通社 北陸支店","CAF","アフリカ","EG","エジプト","CAI","カイロ","4924","ラムセス ヒルトン"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","CN","中国","PEK","北京(ペキン)","5404","北京飯店"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","CN","中国","WUS","武夷山（ブイザン）","X54601","ホテル指定無し"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","HK","香港","HKG","香港","1472","ｼｪﾗﾄﾝ ﾎﾝｺﾝ ﾎﾃﾙ & ﾀﾜｰｽﾞ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","HK","香港","HKG","香港","2849","エンパイヤーカオルーンホテル"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0001","パドマバリ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0002","ｲﾝﾀｰｺﾝﾁﾈﾝﾀﾙ ﾘｿﾞｰﾄ ﾊﾞﾘ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0024","リサタ バリ リゾート＆スパ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","DPS","デンパサール","D0097","ﾒﾘｱﾊﾞﾘ　ｳﾞｨﾗ&ｽﾊﾟﾘｿﾞｰﾄ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","JOG","ジョグジャカルタ","2345","サンティカ ジョグジャカルタ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","JOG","ジョグジャカルタ","4985","メリア プロサニ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","ID","インドネシア","UBD","ウブド","10085","ピタマハリゾート＆スパ"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2295","ハイアットリージェンシー済州"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2297","ラマダ プラザ 済州島"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2520","済州ＫＡＬホテル"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","2523","ホテルロッテ済州"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","CJU","済州島（チェジュド）","3803","済州グランド"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","SEL","ソウル","10615","世宗ホテル"
"003","大阪","HOE","阪急交通社　e-very大阪センター（ツアー）","AAS","アジア","KR","韓国","SEL","ソウル","10633","サボイホテル"
