ファイル名	代替え写真番号	カテゴリ	顧客カテゴリ	イラストカテゴリ	イラスト別版名	イラストTIF名	FM登録日	登録日	使用可能終了日	使用期限なし	 原稿	切り抜き（ky）	国内海外	国名県名	 地名	撮影月	PST	写真キーワード	イラストキーワード	内容	   写真入手元	  レンポジ番号	更新	  要クレジット	初回伝票番号	担当部署	担当氏名	登録依頼者	使用条件項目1	使用条件項目2	他の制作会社への貸出が	使用規定書	使用条件に関する備考	画像生成パターン	     入力者	DS登録可	      その他のコメント	採番済み	加工元ファイル名	加工作業内容	加工画像登録者	使用禁止・削除理由	削除日	削除者	中国語　国・県名	中国語　地名	中国語　内容
SP22-054902.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	福井県		0		料理,国内,料理,すき焼,すきやき,スキヤキ		和風レストラン　瀧雅　若狭牛のすき焼き 	越前そばの里　三宅様				A023659100	東京メディア	国内営業2課2係　宮國桜子様	千葉愛美	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054903.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	富山県		0		宿泊施設,料理,国内,料理		富山エクセルホテル東急　富れんち　茶碗蒸し	㈱富山エクセルホテル東急　三浦希巳奈様				A023659100	東京メディア	国内営業2課2係　宮國桜子様	千葉愛美	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054931.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道	紋別郡湧別町芭露	0		国内,植物		サロマ湖芭露の水芭蕉群生地 イメージ	湧別町役場　公式HP（https://www.town.yubetsu.lg.jp/tourism/view/detail.html?content=272） 同左様				A023659100	東京メディア	国内営業1課1係 橋本 佳奈様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054995.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	石川県		0		国内,桜,春		芦城公園 桜	小松市緑花公園課 -様			画像提供：小松市	A023659100	東京メディア	国内営業2課3係 芥田佳奈様	廣瀬憲佑	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054947.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	兵庫県	東灘区向洋町中	0		宿泊施設,国内		神戸ベイシェラトン ホテル＆タワーズ Link＠Sheraton	神戸ベイシェラトン ホテル＆タワーズ（公式HP） ー様				A023760100	東京メディア	国内営業2課2係 亀山　紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054948.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	兵庫県	東灘区向洋町中	0		宿泊施設,国内		神戸ベイシェラトン ホテル＆タワーズ エントランス	神戸ベイシェラトン ホテル＆タワーズ（公式HP） ー様				A023760100	東京メディア	国内営業2課2係 亀山　紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054949.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	兵庫県	東灘区向洋町中	0		宿泊施設,国内,シェラトンマルシェ		神戸ベイシェラトン ホテル＆タワーズ シェラトンマルシェ	神戸ベイシェラトン ホテル＆タワーズ（公式HP） ー様				A023760100	東京メディア	国内営業2課2係 亀山　紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054951.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府	京都市中京区	0		国内,宿泊施設		ホテルオークラ京都 ロビー	ホテルオークラ京都 ー様				A023760100	東京メディア	国内営業2課2係 亀山　紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054935.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	日本		0		人物,国内		坂東玉三郎	株式会社 八ヶ岳高原ロッジ 稲垣　優様				A023774000	東京メディア	国内営業2課2係 吉田圭佑様	宮﨑新吾	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054979.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		ホテルマハイナウェルネスリゾートオキナワ　夕食ビュッフェ一例　イメージ	株式会社 前田産業 （前田産業ホテルズ）　津波満様 〈営業課 係長〉				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054980.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		ホテルマハイナウェルネスリゾートオキナワ　夕食ビュッフェ一例　イメージ	株式会社 前田産業 （前田産業ホテルズ）　津波満様 〈営業課 係長〉				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054981.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		ホテルマハイナウェルネスリゾートオキナワ　夕食ビュッフェ一例　イメージ	株式会社 前田産業 （前田産業ホテルズ）　津波満様 〈営業課 係長〉				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054982.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		ホテルマハイナウェルネスリゾートオキナワ　夕食ビュッフェ一例　イメージ	株式会社 前田産業 （前田産業ホテルズ）　津波満様 〈営業課 係長〉				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054983.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		ホテルマハイナウェルネスリゾートオキナワ　夕食ビュッフェ一例　イメージ	株式会社 前田産業 （前田産業ホテルズ）　津波満様 〈営業課 係長〉				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054997.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		リザンシーパークホテル谷茶ベイ　飲茶＆広東料理「マンダリンコート」　夕食　中華	リザンシーパークホテル谷茶ベイ　東京営業所　工藤 保久様				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054998.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		リザンシーパークホテル谷茶ベイ　飲茶＆広東料理「マンダリンコート」　夕食　中華	リザンシーパークホテル谷茶ベイ　東京営業所　工藤 保久様				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054999.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,料理,国内,料理		リザンシーパークホテル谷茶ベイ　日本料理・琉球料理「七福」　夕食　和食	リザンシーパークホテル谷茶ベイ　東京営業所　工藤 保久様				A023804000	東京メディア	国内営業1課1係　小林愛佳様	和田幸司	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-055011.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　天使のいちご　ももいろほっぺ8号	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055012.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　アイベリー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055013.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　あかねっ娘	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055014.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　あきひめ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055015.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　アスカルビー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055016.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　おいCベリー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055017.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　かおり野	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055018.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　かなみひめ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055019.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　さがほのか	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055020.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　さちのか	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055021.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　サンエンジェル	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055022.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　すず	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055023.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　スターナイト	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055024.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　とちおとめ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055025.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　とちおとめ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055026.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　はち	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055027.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　はるひ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055028.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　ホワイトレディー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055029.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　ホワイトレディー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055030.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　よるぼし	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055031.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　甘雫姫	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055032.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　紅ほっぺ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055033.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　東京おひさまベリー	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055039.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山梨県		0		食べ物,国内,いちご,イチゴ,苺		いちご園藤田　はるひ	いちご園藤田　藤田 武仁様				DS	東京メディア	国内営業4課2係　齋藤泉様	WEB谷崎桃子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP19-122785.jpg								2019-11-01 00:00:00	2025-12-02 00:00:00		写真		海外	ベトナム	ミトー	0	E	食べ物,海外		エレファントフィッシュ	ユーバインターナショナル 西原昭彦様				未定/【2022年】A023495707	東京メディア 	3部海外営業1課　大曽根希美様	土屋拓/【2022年】野島梓	紙WEB共に使用可能	加工と文字掛け可能	できます				浜中/【2022年】寺澤	あり	2022-12-02期限延長						0				
SP22-054932.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	山口県		0		料理,国内,中食1800「清流」		岩国国際観光ホテル 料理一例	岩国国際観光ホテル 田村様				R023726900	北陸支店	 栗田北斗様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-055034.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		国内,客室		登別グランドホテル 客室一例　ハリウッドツイン(南館)	株式会社登別グランドホテル 石山敬洋様				未定	北陸支店	 井狩健智様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055035.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		国内,客室		登別グランドホテル 客室一例　ハリウッドツイン(南館)	株式会社登別グランドホテル 石山敬洋様				未定	北陸支店	 井狩健智様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055036.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		国内,客室		登別グランドホテル 客室一例　ハリウッドツイン(洋館)	株式会社登別グランドホテル 石山敬洋様				未定	北陸支店	 井狩健智様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055037.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		国内,客室		登別グランドホテル 客室一例　ハリウッドツイン(洋館)	株式会社登別グランドホテル 石山敬洋様				未定	北陸支店	 井狩健智様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055038.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		国内,料理		登別グランドホテル 特選膳 料理一例	株式会社登別グランドホテル 石山敬洋様				未定	北陸支店	 井狩健智様	竹村洋	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054967.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	新潟県		0		宿泊施設,料理,国内		ロッテアライリゾート　料理	ロッテアライリゾート　都丸様				L023789200	名古屋メディア	国内旅行2課1係　野々山桜様	杉原沙也加	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-054968.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	新潟県		0		宿泊施設,客室,国内		ロッテアライリゾート　客室	ロッテアライリゾート　都丸様				L023789200	名古屋メディア	国内旅行2課1係　野々山桜様	杉原沙也加	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-054969.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	新潟県		0		宿泊施設,客室,国内		ロッテアライリゾート　客室	ロッテアライリゾート　都丸様				L023789200	名古屋メディア	国内旅行2課1係　野々山桜様	杉原沙也加	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-054970.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	新潟県		0		宿泊施設,客室,国内		ロッテアライリゾート　客室	ロッテアライリゾート　都丸様				L023789200	名古屋メディア	国内旅行2課1係　野々山桜様	杉原沙也加	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
EHP16-44813.jpg								2016-08-10 00:00:00	2025-12-02 00:00:00		写真		国内	鹿児島県	屋久島	8	D			屋久杉ポプリ 2016年08月09日	阪急交通社 高橋美晴様撮影　-				L224300/【2022年】L023726100	名古屋メディア	国内旅行2課2係 高橋　美晴様	平松幸浩/【2022年】角田奈央	紙WEB共に使用可能	加工と文字掛け可能	できます				中島/【2022年】武井尚也	あり	2022-12-02期限延長						0				
SP22-055008.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	大分県	-	0		国内		さんふらわあ くれない レストラン	株式会社フェリーさんふらわあ 大分支店 小野 剛様				K023761500	福岡メディア	国内旅行課1課1係 大嶋将人様	大曲範文	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055009.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	大分県	-	0		国内,客室		さんふらわあ くれない セミスイート 船室 客室	株式会社フェリーさんふらわあ 大分支店 小野 剛様				K023761500	福岡メディア	国内旅行課1課1係 大嶋将人様	大曲範文	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055010.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	沖縄県		0		宿泊施設,客室,国内		グランヴィリオリゾート石垣島　ティンガーラ棟　ガーデンサイドツイン　客室	グランヴィリオリゾート石垣島　公式HP				K023761500	福岡メディア	国内旅行課1課1係　本田孝一郎様	松井晴香	紙WEB共に使用可能	加工と文字掛け可能	できません				寺澤	あり											
